county_fips,county_name,state,dma_code,dma_name
32027,Pershing,NV,811,RENO
32029,Storey,NV,811,RENO
32031,Washoe,NV,811,RENO
32033,White Pine,NV,770,SALT LAKE CITY
32510,Carson City,NV,811,RENO
33001,Belknap,NH,506,BOSTON
33003,Carroll,NH,500,PORTLAND-AUBURN
33005,Cheshire,NH,506,BOSTON
33007,Coos,NH,500,PORTLAND-AUBURN
33009,Grafton,NH,523,BURLINGTON-PLATTSBURGH
33011,Hillsborough,NH,506,BOSTON
33013,Merrimack,NH,506,BOSTON
33015,Rockingham,NH,506,BOSTON
33017,Strafford,NH,506,BOSTON
33019,Sullivan,NH,523,BURLINGTON-PLATTSBURGH
34001,Atlantic,NJ,504,PHILADELPHIA
34003,Bergen,NJ,501,NEW YORK
34005,Burlington,NJ,504,PHILADELPHIA
34007,Camden,NJ,504,PHILADELPHIA
34009,Cape May,NJ,504,PHILADELPHIA
34011,Cumberland,NJ,504,PHILADELPHIA
34013,Essex,NJ,501,NEW YORK
34015,Gloucester,NJ,504,PHILADELPHIA
34017,Hudson,NJ,501,NEW YORK
34019,Hunterdon,NJ,501,NEW YORK
34021,Mercer,NJ,504,PHILADELPHIA
34023,Middlesex,NJ,501,NEW YORK
34025,Monmouth,NJ,501,NEW YORK
34027,Morris,NJ,501,NEW YORK
34029,Ocean,NJ,501,NEW YORK
34031,Passaic,NJ,501,NEW YORK
34033,Salem,NJ,504,PHILADELPHIA
34035,Somerset,NJ,501,NEW YORK
34037,Sussex,NJ,501,NEW YORK
34039,Union,NJ,501,NEW YORK
34041,Warren,NJ,501,NEW YORK
35001,Bernalillo,NM,790,ALBUQUERQUE-SANTA FE
35003,Catron,NM,790,ALBUQUERQUE-SANTA FE
35005,Chaves,NM,790,ALBUQUERQUE-SANTA FE
35006,Cibola,NM,790,ALBUQUERQUE-SANTA FE
35007,Colfax,NM,790,ALBUQUERQUE-SANTA FE
35009,Curry,NM,634,AMARILLO
35011,De Baca,NM,790,ALBUQUERQUE-SANTA FE
35013,Dona Ana,NM,765,EL PASO
35015,Eddy,NM,790,ALBUQUERQUE-SANTA FE
35017,Grant,NM,790,ALBUQUERQUE-SANTA FE
35019,Guadalupe,NM,790,ALBUQUERQUE-SANTA FE
35021,Harding,NM,790,ALBUQUERQUE-SANTA FE
35023,Hidalgo,NM,790,ALBUQUERQUE-SANTA FE
35025,Lea,NM,790,ALBUQUERQUE-SANTA FE
35027,Lincoln,NM,790,ALBUQUERQUE-SANTA FE
35028,Los Alamos,NM,790,ALBUQUERQUE-SANTA FE
35029,Luna,NM,790,ALBUQUERQUE-SANTA FE
35031,McKinley,NM,790,ALBUQUERQUE-SANTA FE
35033,Mora,NM,790,ALBUQUERQUE-SANTA FE
35035,Otero,NM,790,ALBUQUERQUE-SANTA FE
35037,Quay,NM,634,AMARILLO
35039,Rio Arriba,NM,790,ALBUQUERQUE-SANTA FE
35041,Roosevelt,NM,634,AMARILLO
35043,Sandoval,NM,790,ALBUQUERQUE-SANTA FE
35045,San Juan,NM,790,ALBUQUERQUE-SANTA FE
35047,San Miguel,NM,790,ALBUQUERQUE-SANTA FE
35049,Santa Fe,NM,790,ALBUQUERQUE-SANTA FE
35051,Sierra,NM,790,ALBUQUERQUE-SANTA FE
35053,Socorro,NM,790,ALBUQUERQUE-SANTA FE
35055,Taos,NM,790,ALBUQUERQUE-SANTA FE
35057,Torrance,NM,790,ALBUQUERQUE-SANTA FE
35059,Union,NM,634,AMARILLO
35061,Valencia,NM,790,ALBUQUERQUE-SANTA FE
36001,Albany,NY,532,ALBANY-SCHENECTADY-TROY
36003,Allegany,NY,514,BUFFALO
36005,Bronx,NY,501,NEW YORK
36007,Broome,NY,502,BINGHAMTON
36009,Cattaraugus,NY,514,BUFFALO
36011,Cayuga,NY,555,SYRACUSE
36013,Chautauqua,NY,514,BUFFALO
36015,Chemung,NY,565,ELMIRA
36017,Chenango,NY,502,BINGHAMTON
36019,Clinton,NY,523,BURLINGTON-PLATTSBURGH
36021,Columbia,NY,532,ALBANY-SCHENECTADY-TROY
36023,Cortland,NY,555,SYRACUSE
36025,Delaware,NY,502,BINGHAMTON
36027,Dutchess,NY,501,NEW YORK
36029,Erie,NY,514,BUFFALO
36031,Essex,NY,523,BURLINGTON-PLATTSBURGH
36033,Franklin,NY,523,BURLINGTON-PLATTSBURGH
36035,Fulton,NY,532,ALBANY-SCHENECTADY-TROY
36037,Genesee,NY,514,BUFFALO
36039,Greene,NY,532,ALBANY-SCHENECTADY-TROY
36041,Hamilton,NY,532,ALBANY-SCHENECTADY-TROY
36043,Herkimer,NY,526,UTICA
36045,Jefferson,NY,549,WATERTOWN
36047,Kings,NY,501,NEW YORK
36049,Lewis,NY,549,WATERTOWN
36051,Livingston,NY,538,"ROCHESTER, NY"
36053,Madison,NY,555,SYRACUSE
36055,Monroe,NY,538,"ROCHESTER, NY"
36057,Montgomery,NY,532,ALBANY-SCHENECTADY-TROY
36059,Nassau,NY,501,NEW YORK
36061,New York,NY,501,NEW YORK
36063,Niagara,NY,514,BUFFALO
36065,Oneida,NY,526,UTICA
36067,Onondaga,NY,555,SYRACUSE
36069,Ontario,NY,538,"ROCHESTER, NY"
36071,Orange,NY,501,NEW YORK
36073,Orleans,NY,514,BUFFALO
36075,Oswego,NY,555,SYRACUSE
36077,Otsego,NY,526,UTICA
36079,Putnam,NY,501,NEW YORK
36081,Queens,NY,501,NEW YORK
36083,Rensselaer,NY,532,ALBANY-SCHENECTADY-TROY
36085,Richmond,NY,501,NEW YORK
36087,Rockland,NY,501,NEW YORK
36089,Saint Lawrence,NY,549,WATERTOWN
36091,Saratoga,NY,532,ALBANY-SCHENECTADY-TROY
36093,Schenectady,NY,532,ALBANY-SCHENECTADY-TROY
36095,Schoharie,NY,532,ALBANY-SCHENECTADY-TROY
36097,Schuyler,NY,565,ELMIRA
36099,Seneca,NY,555,SYRACUSE
36101,Steuben,NY,565,ELMIRA
36103,Suffolk,NY,501,NEW YORK
36105,Sullivan,NY,501,NEW YORK
36107,Tioga,NY,502,BINGHAMTON
36109,Tompkins,NY,555,SYRACUSE
36111,Ulster,NY,501,NEW YORK
36113,Warren,NY,532,ALBANY-SCHENECTADY-TROY
36115,Washington,NY,532,ALBANY-SCHENECTADY-TROY
36117,Wayne,NY,538,"ROCHESTER, NY"
36119,Westchester,NY,501,NEW YORK
36121,Wyoming,NY,514,BUFFALO
36123,Yates,NY,538,"ROCHESTER, NY"
37001,Alamance,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37003,Alexander,NC,517,CHARLOTTE
37005,Alleghany,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37007,Anson,NC,517,CHARLOTTE
37009,Ashe,NC,517,CHARLOTTE
37011,Avery,NC,517,CHARLOTTE
37013,Beaufort,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37015,Bertie,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37017,Bladen,NC,550,WILMINGTON
37019,Brunswick,NC,550,WILMINGTON
37021,Buncombe,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37023,Burke,NC,517,CHARLOTTE
37025,Cabarrus,NC,517,CHARLOTTE
37027,Caldwell,NC,517,CHARLOTTE
37029,Camden,NC,544,NORFOLK-PORTSMOUTH-NEWPORT NEWS
37031,Carteret,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37033,Caswell,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37035,Catawba,NC,517,CHARLOTTE
37037,Chatham,NC,560,RALEIGH-DURHAM
37039,Cherokee,NC,575,CHATTANOOGA
37041,Chowan,NC,544,NORFOLK-PORTSMOUTH-NEWPORT NEWS
37043,Clay,NC,524,ATLANTA
37045,Cleveland,NC,517,CHARLOTTE
37047,Columbus,NC,550,WILMINGTON
37049,Craven,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37051,Cumberland,NC,560,RALEIGH-DURHAM
37053,Currituck,NC,544,NORFOLK-PORTSMOUTH-NEWPORT NEWS
37055,Dare,NC,544,NORFOLK-PORTSMOUTH-NEWPORT NEWS
37057,Davidson,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37059,Davie,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37061,Duplin,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37063,Durham,NC,560,RALEIGH-DURHAM
37065,Edgecombe,NC,560,RALEIGH-DURHAM
37067,Forsyth,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37069,Franklin,NC,560,RALEIGH-DURHAM
37071,Gaston,NC,517,CHARLOTTE
37073,Gates,NC,544,NORFOLK-PORTSMOUTH-NEWPORT NEWS
37075,Graham,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37077,Granville,NC,560,RALEIGH-DURHAM
37079,Greene,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37081,Guilford,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37083,Halifax,NC,560,RALEIGH-DURHAM
37085,Harnett,NC,560,RALEIGH-DURHAM
37087,Haywood,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37089,Henderson,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37091,Hertford,NC,544,NORFOLK-PORTSMOUTH-NEWPORT NEWS
37093,Hoke,NC,560,RALEIGH-DURHAM
37095,Hyde,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37097,Iredell,NC,517,CHARLOTTE
37099,Jackson,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37101,Johnston,NC,560,RALEIGH-DURHAM
37103,Jones,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37105,Lee,NC,560,RALEIGH-DURHAM
37107,Lenoir,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37109,Lincoln,NC,517,CHARLOTTE
37111,McDowell,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37113,Macon,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37115,Madison,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37117,Martin,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37119,Mecklenburg,NC,517,CHARLOTTE
37121,Mitchell,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37123,Montgomery,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37125,Moore,NC,560,RALEIGH-DURHAM
37127,Nash,NC,560,RALEIGH-DURHAM
37129,New Hanover,NC,550,WILMINGTON
37131,Northampton,NC,544,NORFOLK-PORTSMOUTH-NEWPORT NEWS
37133,Onslow,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37135,Orange,NC,560,RALEIGH-DURHAM
37137,Pamlico,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37139,Pasquotank,NC,544,NORFOLK-PORTSMOUTH-NEWPORT NEWS
37141,Pender,NC,550,WILMINGTON
37143,Perquimans,NC,544,NORFOLK-PORTSMOUTH-NEWPORT NEWS
37145,Person,NC,560,RALEIGH-DURHAM
37147,Pitt,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37149,Polk,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37151,Randolph,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37153,Richmond,NC,517,CHARLOTTE
37155,Robeson,NC,570,MYRTLE BEACH-FLORENCE
37157,Rockingham,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37159,Rowan,NC,517,CHARLOTTE
37161,Rutherford,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37163,Sampson,NC,560,RALEIGH-DURHAM
37165,Scotland,NC,570,MYRTLE BEACH-FLORENCE
37167,Stanly,NC,517,CHARLOTTE
37169,Stokes,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37171,Surry,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37173,Swain,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37175,Transylvania,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
37177,Tyrrell,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37179,Union,NC,517,CHARLOTTE
37181,Vance,NC,560,RALEIGH-DURHAM
37183,Wake,NC,560,RALEIGH-DURHAM
37185,Warren,NC,560,RALEIGH-DURHAM
37187,Washington,NC,545,GREENVILLE-NEW BERN-WASHINGTON
37189,Watauga,NC,517,CHARLOTTE
37191,Wayne,NC,560,RALEIGH-DURHAM
37193,Wilkes,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37195,Wilson,NC,560,RALEIGH-DURHAM
37197,Yadkin,NC,518,GREENSBORO-HIGH POINT-WINSTON SALEM
37199,Yancey,NC,567,GREENVILLE-SPARTANBURG-ASHEVILLE
38001,Adams,ND,687,MINOT-BISMARCK-DICKINSON
38003,Barnes,ND,724,FARGO-VALLEY CITY
38005,Benson,ND,724,FARGO-VALLEY CITY
38007,Billings,ND,687,MINOT-BISMARCK-DICKINSON
38009,Bottineau,ND,687,MINOT-BISMARCK-DICKINSON
38011,Bowman,ND,687,MINOT-BISMARCK-DICKINSON
38013,Burke,ND,687,MINOT-BISMARCK-DICKINSON
38015,Burleigh,ND,687,MINOT-BISMARCK-DICKINSON
38017,Cass,ND,724,FARGO-VALLEY CITY
38019,Cavalier,ND,724,FARGO-VALLEY CITY
38021,Dickey,ND,724,FARGO-VALLEY CITY
38023,Divide,ND,687,MINOT-BISMARCK-DICKINSON
38025,Dunn,ND,687,MINOT-BISMARCK-DICKINSON
38027,Eddy,ND,724,FARGO-VALLEY CITY
38029,Emmons,ND,687,MINOT-BISMARCK-DICKINSON
38031,Foster,ND,724,FARGO-VALLEY CITY
38033,Golden Valley,ND,687,MINOT-BISMARCK-DICKINSON
38035,Grand Forks,ND,724,FARGO-VALLEY CITY
38037,Grant,ND,687,MINOT-BISMARCK-DICKINSON
38039,Griggs,ND,724,FARGO-VALLEY CITY
38041,Hettinger,ND,687,MINOT-BISMARCK-DICKINSON
38043,Kidder,ND,687,MINOT-BISMARCK-DICKINSON
38045,Lamoure,ND,724,FARGO-VALLEY CITY
38047,Logan,ND,687,MINOT-BISMARCK-DICKINSON
38049,McHenry,ND,687,MINOT-BISMARCK-DICKINSON
38051,McIntosh,ND,687,MINOT-BISMARCK-DICKINSON
38053,McKenzie,ND,687,MINOT-BISMARCK-DICKINSON
38055,McLean,ND,687,MINOT-BISMARCK-DICKINSON
38057,Mercer,ND,687,MINOT-BISMARCK-DICKINSON
38059,Morton,ND,687,MINOT-BISMARCK-DICKINSON
38061,Mountrail,ND,687,MINOT-BISMARCK-DICKINSON
38063,Nelson,ND,724,FARGO-VALLEY CITY
38065,Oliver,ND,687,MINOT-BISMARCK-DICKINSON
38067,Pembina,ND,724,FARGO-VALLEY CITY
38069,Pierce,ND,687,MINOT-BISMARCK-DICKINSON
38071,Ramsey,ND,724,FARGO-VALLEY CITY
38073,Ransom,ND,724,FARGO-VALLEY CITY
38075,Renville,ND,687,MINOT-BISMARCK-DICKINSON
38077,Richland,ND,724,FARGO-VALLEY CITY
38079,Rolette,ND,687,MINOT-BISMARCK-DICKINSON
38081,Sargent,ND,724,FARGO-VALLEY CITY
38083,Sheridan,ND,687,MINOT-BISMARCK-DICKINSON
38085,Sioux,ND,687,MINOT-BISMARCK-DICKINSON
38087,Slope,ND,687,MINOT-BISMARCK-DICKINSON
38089,Stark,ND,687,MINOT-BISMARCK-DICKINSON
38091,Steele,ND,724,FARGO-VALLEY CITY
38093,Stutsman,ND,724,FARGO-VALLEY CITY
38095,Towner,ND,724,FARGO-VALLEY CITY
38097,Traill,ND,724,FARGO-VALLEY CITY
38099,Walsh,ND,724,FARGO-VALLEY CITY
38101,Ward,ND,687,MINOT-BISMARCK-DICKINSON
38103,Wells,ND,687,MINOT-BISMARCK-DICKINSON
38105,Williams,ND,687,MINOT-BISMARCK-DICKINSON
39001,Adams,OH,515,CINCINNATI
39003,Allen,OH,558,LIMA
39005,Ashland,OH,510,CLEVELAND-AKRON
39007,Ashtabula,OH,510,CLEVELAND-AKRON
39009,Athens,OH,535,"COLUMBUS, OH"
39011,Auglaize,OH,558,LIMA
39013,Belmont,OH,554,WHEELING-STEUBENVILLE
39015,Brown,OH,515,CINCINNATI
39017,Butler,OH,515,CINCINNATI
39019,Carroll,OH,510,CLEVELAND-AKRON
39021,Champaign,OH,542,DAYTON
39023,Clark,OH,542,DAYTON
39025,Clermont,OH,515,CINCINNATI
39027,Clinton,OH,515,CINCINNATI
39029,Columbiana,OH,536,YOUNGSTOWN
39031,Coshocton,OH,535,"COLUMBUS, OH"
39033,Crawford,OH,535,"COLUMBUS, OH"
39035,Cuyahoga,OH,510,CLEVELAND-AKRON
39037,Darke,OH,542,DAYTON
39039,Defiance,OH,547,TOLEDO
39041,Delaware,OH,535,"COLUMBUS, OH"
39043,Erie,OH,510,CLEVELAND-AKRON
39045,Fairfield,OH,535,"COLUMBUS, OH"
39047,Fayette,OH,535,"COLUMBUS, OH"
39049,Franklin,OH,535,"COLUMBUS, OH"
39051,Fulton,OH,547,TOLEDO
39053,Gallia,OH,564,CHARLESTON-HUNTINGTON
39055,Geauga,OH,510,CLEVELAND-AKRON
39057,Greene,OH,542,DAYTON
39059,Guernsey,OH,535,"COLUMBUS, OH"
39061,Hamilton,OH,515,CINCINNATI
39063,Hancock,OH,547,TOLEDO
39065,Hardin,OH,535,"COLUMBUS, OH"
39067,Harrison,OH,554,WHEELING-STEUBENVILLE
39069,Henry,OH,547,TOLEDO
39071,Highland,OH,515,CINCINNATI
39073,Hocking,OH,535,"COLUMBUS, OH"
39075,Holmes,OH,510,CLEVELAND-AKRON
39077,Huron,OH,510,CLEVELAND-AKRON
39079,Jackson,OH,564,CHARLESTON-HUNTINGTON
39081,Jefferson,OH,554,WHEELING-STEUBENVILLE
39083,Knox,OH,535,"COLUMBUS, OH"
39085,Lake,OH,510,CLEVELAND-AKRON
39087,Lawrence,OH,564,CHARLESTON-HUNTINGTON
39089,Licking,OH,535,"COLUMBUS, OH"
39091,Logan,OH,542,DAYTON
39093,Lorain,OH,510,CLEVELAND-AKRON
39095,Lucas,OH,547,TOLEDO
39097,Madison,OH,535,"COLUMBUS, OH"
39099,Mahoning,OH,536,YOUNGSTOWN
39101,Marion,OH,535,"COLUMBUS, OH"
39103,Medina,OH,510,CLEVELAND-AKRON
39105,Meigs,OH,564,CHARLESTON-HUNTINGTON
39107,Mercer,OH,542,DAYTON
39109,Miami,OH,542,DAYTON
39111,Monroe,OH,554,WHEELING-STEUBENVILLE
39113,Montgomery,OH,542,DAYTON
39115,Morgan,OH,535,"COLUMBUS, OH"
39117,Morrow,OH,535,"COLUMBUS, OH"
39119,Muskingum,OH,596,ZANESVILLE
39121,Noble,OH,535,"COLUMBUS, OH"
39123,Ottawa,OH,547,TOLEDO
39125,Paulding,OH,509,FORT WAYNE
39127,Perry,OH,535,"COLUMBUS, OH"
39129,Pickaway,OH,535,"COLUMBUS, OH"
39131,Pike,OH,535,"COLUMBUS, OH"
39133,Portage,OH,510,CLEVELAND-AKRON
39135,Preble,OH,542,DAYTON
39137,Putnam,OH,558,LIMA
39139,Richland,OH,510,CLEVELAND-AKRON
39141,Ross,OH,535,"COLUMBUS, OH"
39143,Sandusky,OH,547,TOLEDO
39145,Scioto,OH,564,CHARLESTON-HUNTINGTON
39147,Seneca,OH,547,TOLEDO
39149,Shelby,OH,542,DAYTON
39151,Stark,OH,510,CLEVELAND-AKRON
39153,Summit,OH,510,CLEVELAND-AKRON
39155,Trumbull,OH,536,YOUNGSTOWN
39157,Tuscarawas,OH,510,CLEVELAND-AKRON
39159,Union,OH,535,"COLUMBUS, OH"
39161,Van Wert,OH,509,FORT WAYNE
39163,Vinton,OH,564,CHARLESTON-HUNTINGTON
39165,Warren,OH,515,CINCINNATI
39167,Washington,OH,597,PARKERSBURG
39169,Wayne,OH,510,CLEVELAND-AKRON
39171,Williams,OH,547,TOLEDO
39173,Wood,OH,547,TOLEDO
39175,Wyandot,OH,547,TOLEDO
40001,Adair,OK,671,TULSA
40003,Alfalfa,OK,650,OKLAHOMA CITY
40005,Atoka,OK,657,SHERMAN-ADA
40007,Beaver,OK,634,AMARILLO
40009,Beckham,OK,650,OKLAHOMA CITY
40011,Blaine,OK,650,OKLAHOMA CITY
40013,Bryan,OK,657,SHERMAN-ADA
40015,Caddo,OK,650,OKLAHOMA CITY
40017,Canadian,OK,650,OKLAHOMA CITY
40019,Carter,OK,657,SHERMAN-ADA
40021,Cherokee,OK,671,TULSA
40023,Choctaw,OK,657,SHERMAN-ADA
40025,Cimarron,OK,634,AMARILLO
40027,Cleveland,OK,650,OKLAHOMA CITY
40029,Coal,OK,657,SHERMAN-ADA
40031,Comanche,OK,627,WICHITA FALLS-LAWTON
40033,Cotton,OK,627,WICHITA FALLS-LAWTON
40035,Craig,OK,671,TULSA
40037,Creek,OK,671,TULSA
40039,Custer,OK,650,OKLAHOMA CITY
40041,Delaware,OK,671,TULSA
40043,Dewey,OK,650,OKLAHOMA CITY
40045,Ellis,OK,650,OKLAHOMA CITY
40047,Garfield,OK,650,OKLAHOMA CITY
40049,Garvin,OK,650,OKLAHOMA CITY
40051,Grady,OK,650,OKLAHOMA CITY
40053,Grant,OK,650,OKLAHOMA CITY
40055,Greer,OK,650,OKLAHOMA CITY
40057,Harmon,OK,650,OKLAHOMA CITY
40059,Harper,OK,650,OKLAHOMA CITY
40061,Haskell,OK,671,TULSA
40063,Hughes,OK,650,OKLAHOMA CITY
40065,Jackson,OK,627,WICHITA FALLS-LAWTON
40067,Jefferson,OK,627,WICHITA FALLS-LAWTON
40069,Johnston,OK,657,SHERMAN-ADA
40071,Kay,OK,650,OKLAHOMA CITY
40073,Kingfisher,OK,650,OKLAHOMA CITY
40075,Kiowa,OK,650,OKLAHOMA CITY
40077,Latimer,OK,671,TULSA
40079,LeFlore,OK,670,FORT SMITH-FAY-SPRNGDL
40081,Lincoln,OK,650,OKLAHOMA CITY
40083,Logan,OK,650,OKLAHOMA CITY
40085,Love,OK,657,SHERMAN-ADA
40087,McClain,OK,650,OKLAHOMA CITY
40089,McCurtain,OK,612,SHREVEPORT
40091,McIntosh,OK,671,TULSA
40093,Major,OK,650,OKLAHOMA CITY
40095,Marshall,OK,657,SHERMAN-ADA
40097,Mayes,OK,671,TULSA
40099,Murray,OK,650,OKLAHOMA CITY
40101,Muskogee,OK,671,TULSA
40103,Noble,OK,650,OKLAHOMA CITY
40105,Nowata,OK,671,TULSA
40107,Okfuskee,OK,671,TULSA
40109,Oklahoma,OK,650,OKLAHOMA CITY
40111,Okmulgee,OK,671,TULSA
40113,Osage,OK,671,TULSA
40115,Ottawa,OK,603,JOPLIN-PITTSBURG
40117,Pawnee,OK,671,TULSA
40119,Payne,OK,650,OKLAHOMA CITY
40121,Pittsburg,OK,671,TULSA
40123,Pontotoc,OK,657,SHERMAN-ADA
40125,Pottawatomie,OK,650,OKLAHOMA CITY
40127,Pushmataha,OK,657,SHERMAN-ADA
40129,Roger Mills,OK,650,OKLAHOMA CITY
40131,Rogers,OK,671,TULSA
40133,Seminole,OK,650,OKLAHOMA CITY
40135,Sequoyah,OK,670,FORT SMITH-FAY-SPRNGDL
40137,Stephens,OK,627,WICHITA FALLS-LAWTON
40139,Texas,OK,634,AMARILLO
40141,Tillman,OK,627,WICHITA FALLS-LAWTON
40143,Tulsa,OK,671,TULSA
40145,Wagoner,OK,671,TULSA
40147,Washington,OK,671,TULSA
40149,Washita,OK,650,OKLAHOMA CITY
40151,Woods,OK,650,OKLAHOMA CITY
40153,Woodward,OK,650,OKLAHOMA CITY
41001,Baker,OR,820,"PORTLAND, OR"
41003,Benton,OR,801,EUGENE
41005,Clackamas,OR,820,"PORTLAND, OR"
41007,Clatsop,OR,820,"PORTLAND, OR"
41009,Columbia,OR,820,"PORTLAND, OR"
41011,Coos,OR,801,EUGENE
41013,Crook,OR,820,"PORTLAND, OR"
41015,Curry,OR,813,MEDFORD-KLAMATH FALLS
41017,Deschutes,OR,821,"BEND, OR"
41019,Douglas,OR,801,EUGENE
41021,Gilliam,OR,820,"PORTLAND, OR"
41023,Grant,OR,820,"PORTLAND, OR"
41025,Harney,OR,820,"PORTLAND, OR"
41027,Hood River,OR,820,"PORTLAND, OR"
41029,Jackson,OR,813,MEDFORD-KLAMATH FALLS
41031,Jefferson,OR,820,"PORTLAND, OR"
41033,Josephine,OR,813,MEDFORD-KLAMATH FALLS
41035,Klamath,OR,813,MEDFORD-KLAMATH FALLS
41037,Lake,OR,813,MEDFORD-KLAMATH FALLS
41039,Lane,OR,801,EUGENE
41041,Lincoln,OR,820,"PORTLAND, OR"
41043,Linn,OR,820,"PORTLAND, OR"
41045,Malheur,OR,757,BOISE
41047,Marion,OR,820,"PORTLAND, OR"
41049,Morrow,OR,820,"PORTLAND, OR"
41051,Multnomah,OR,820,"PORTLAND, OR"
41053,Polk,OR,820,"PORTLAND, OR"
41055,Sherman,OR,820,"PORTLAND, OR"
41057,Tillamook,OR,820,"PORTLAND, OR"
41059,Umatilla,OR,810,YAKIMA-PASCO-RCHLND-KNNWCK
41061,Union,OR,820,"PORTLAND, OR"
41063,Wallowa,OR,881,SPOKANE
41065,Wasco,OR,820,"PORTLAND, OR"
41067,Washington,OR,820,"PORTLAND, OR"
41069,Wheeler,OR,820,"PORTLAND, OR"
41071,Yamhill,OR,820,"PORTLAND, OR"
42001,Adams,PA,566,HARRISBURG-LANCASTER-LEBANON-YORK
42003,Allegheny,PA,508,PITTSBURGH
42005,Armstrong,PA,508,PITTSBURGH
42007,Beaver,PA,508,PITTSBURGH
42009,Bedford,PA,574,JOHNSTOWN-ALTOONA
42011,Berks,PA,504,PHILADELPHIA
42013,Blair,PA,574,JOHNSTOWN-ALTOONA
42015,Bradford,PA,577,WILKES BARRE-SCRANTON
42017,Bucks,PA,504,PHILADELPHIA
42019,Butler,PA,508,PITTSBURGH
42021,Cambria,PA,574,JOHNSTOWN-ALTOONA
42023,Cameron,PA,574,JOHNSTOWN-ALTOONA
42025,Carbon,PA,577,WILKES BARRE-SCRANTON
42027,Centre,PA,574,JOHNSTOWN-ALTOONA
42029,Chester,PA,504,PHILADELPHIA
42031,Clarion,PA,508,PITTSBURGH
42033,Clearfield,PA,574,JOHNSTOWN-ALTOONA
42035,Clinton,PA,577,WILKES BARRE-SCRANTON
42037,Columbia,PA,577,WILKES BARRE-SCRANTON
42039,Crawford,PA,516,ERIE
42041,Cumberland,PA,566,HARRISBURG-LANCASTER-LEBANON-YORK
42043,Dauphin,PA,566,HARRISBURG-LANCASTER-LEBANON-YORK
42045,Delaware,PA,504,PHILADELPHIA
42047,Elk,PA,574,JOHNSTOWN-ALTOONA
42049,Erie,PA,516,ERIE
42051,Fayette,PA,508,PITTSBURGH
42053,Forest,PA,508,PITTSBURGH
42055,Franklin,PA,566,HARRISBURG-LANCASTER-LEBANON-YORK
42057,Fulton,PA,511,"WASHINGTON, DC-HAGRSTWN"
42059,Greene,PA,508,PITTSBURGH
42061,Huntingdon,PA,574,JOHNSTOWN-ALTOONA
42063,Indiana,PA,508,PITTSBURGH
42065,Jefferson,PA,574,JOHNSTOWN-ALTOONA
42067,Juniata,PA,566,HARRISBURG-LANCASTER-LEBANON-YORK
42069,Lackawanna,PA,577,WILKES BARRE-SCRANTON
42071,Lancaster,PA,566,HARRISBURG-LANCASTER-LEBANON-YORK
42073,Lawrence,PA,508,PITTSBURGH
42075,Lebanon,PA,566,HARRISBURG-LANCASTER-LEBANON-YORK
42077,Lehigh,PA,504,PHILADELPHIA
42079,Luzerne,PA,577,WILKES BARRE-SCRANTON
42081,Lycoming,PA,577,WILKES BARRE-SCRANTON
42083,McKean,PA,514,BUFFALO
42085,Mercer,PA,536,YOUNGSTOWN
